Time,u,v,w,p,q,r,X,Y,Z,phi,theta,psi,a_x,a_y,a_z,p_dot,q_dot,r_dot
1111.1,0.016412,2.84E-11,2.14E-08,2.55E-16,-8.29E-09,-7.19E-12,143.86,1.53E-06,-0.044491,-6.59E-14,3.54E-06,-1.15E-08,-4.00E-05,-1.18E-13,1.36E-10,0,0,0
1111.2,0.016408,2.84E-11,2.14E-08,2.55E-16,-8.29E-09,-7.19E-12,143.86,1.53E-06,-0.044491,-6.59E-14,3.54E-06,-1.15E-08,-3.00E-05,-1.18E-13,1.36E-10,0,0,0
1111.3,0.016405,2.84E-11,2.14E-08,2.55E-16,-8.29E-09,-7.19E-12,143.86,1.53E-06,-0.044491,-6.58E-14,3.54E-06,-1.15E-08,-4.00E-05,-1.18E-13,1.36E-10,0,1.00E-10,0
1111.4,0.016401,2.84E-11,2.14E-08,2.55E-16,-8.28E-09,-7.19E-12,143.86,1.53E-06,-0.044491,-6.58E-14,3.54E-06,-1.15E-08,-3.00E-05,-1.18E-13,1.36E-10,0,0,1.00E-13
1111.5,0.016398,2.84E-11,2.14E-08,2.55E-16,-8.28E-09,-7.18E-12,143.86,1.53E-06,-0.044491,-6.58E-14,3.54E-06,-1.15E-08,-3.00E-05,-1.18E-13,1.36E-10,0,0,0
1111.6,0.016395,2.84E-11,2.14E-08,2.55E-16,-8.28E-09,-7.18E-12,143.87,1.53E-06,-0.044491,-6.58E-14,3.54E-06,-1.15E-08,-4.00E-05,-1.18E-13,1.36E-10,0,0,0
1111.7,0.016391,2.84E-11,2.14E-08,2.55E-16,-8.28E-09,-7.18E-12,143.87,1.53E-06,-0.044491,-6.57E-14,3.54E-06,-1.15E-08,-3.00E-05,-1.18E-13,1.36E-10,0,0,0
1111.8,0.016388,2.84E-11,2.14E-08,2.55E-16,-8.28E-09,-7.18E-12,143.87,1.53E-06,-0.044491,-6.57E-14,3.53E-06,-1.15E-08,-4.00E-05,-1.18E-13,-8.64E-10,0,1.00E-10,0
1111.9,0.016384,2.84E-11,2.13E-08,2.55E-16,-8.27E-09,-7.18E-12,143.87,1.53E-06,-0.044491,-6.57E-14,3.53E-06,-1.15E-08,-3.00E-05,-1.18E-13,1.36E-10,0,0,0
1112,0.016381,2.84E-11,2.13E-08,2.55E-16,-8.27E-09,-7.18E-12,143.87,1.53E-06,-0.044491,-6.57E-14,3.53E-06,-1.15E-08,-4.00E-05,-1.18E-13,1.35E-10,0,0,0
1112.1,0.016377,2.84E-11,2.13E-08,2.55E-16,-8.27E-09,-7.18E-12,143.87,1.53E-06,-0.044491,-6.57E-14,3.53E-06,-1.15E-08,-3.00E-05,-1.18E-13,1.35E-10,1.00E-17,0,0
1112.2,0.016374,2.84E-11,2.13E-08,2.56E-16,-8.27E-09,-7.18E-12,143.88,1.53E-06,-0.044491,-6.56E-14,3.53E-06,-1.15E-08,-4.00E-05,-1.18E-13,1.35E-10,0,1.00E-10,0
1112.3,0.01637,2.84E-11,2.13E-08,2.56E-16,-8.26E-09,-7.18E-12,143.88,1.53E-06,-0.044491,-6.56E-14,3.53E-06,-1.15E-08,-3.00E-05,-1.18E-13,1.35E-10,0,0,0
1112.4,0.016367,2.84E-11,2.13E-08,2.56E-16,-8.26E-09,-7.18E-12,143.88,1.53E-06,-0.044491,-6.56E-14,3.53E-06,-1.15E-08,-4.00E-05,-1.18E-13,1.35E-10,0,0,0
1112.5,0.016363,2.84E-11,2.13E-08,2.56E-16,-8.26E-09,-7.18E-12,143.88,1.53E-06,-0.044491,-6.56E-14,3.53E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.35E-10,0,0,0
1112.6,0.01636,2.84E-11,2.13E-08,2.56E-16,-8.26E-09,-7.18E-12,143.88,1.53E-06,-0.044491,-6.55E-14,3.53E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.35E-10,1.00E-17,0,0
1112.7,0.016356,2.84E-11,2.13E-08,2.57E-16,-8.26E-09,-7.18E-12,143.88,1.53E-06,-0.044491,-6.55E-14,3.53E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.35E-10,0,1.00E-10,1.00E-13
1112.8,0.016353,2.84E-11,2.13E-08,2.57E-16,-8.25E-09,-7.17E-12,143.89,1.53E-06,-0.044491,-6.55E-14,3.53E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.35E-10,0,0,0
1112.9,0.01635,2.84E-11,2.13E-08,2.57E-16,-8.25E-09,-7.17E-12,143.89,1.53E-06,-0.044491,-6.55E-14,3.53E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.35E-10,0,0,0
1113,0.016346,2.84E-11,2.13E-08,2.57E-16,-8.25E-09,-7.17E-12,143.89,1.53E-06,-0.044491,-6.54E-14,3.52E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.35E-10,0,0,0
1113.1,0.016343,2.84E-11,2.13E-08,2.57E-16,-8.25E-09,-7.17E-12,143.89,1.53E-06,-0.044491,-6.54E-14,3.52E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.35E-10,1.00E-17,1.00E-10,0
1113.2,0.016339,2.84E-11,2.13E-08,2.58E-16,-8.24E-09,-7.17E-12,143.89,1.53E-06,-0.044491,-6.54E-14,3.52E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.35E-10,0,0,0
1113.3,0.016336,2.84E-11,2.13E-08,2.58E-16,-8.24E-09,-7.17E-12,143.89,1.53E-06,-0.044491,-6.54E-14,3.52E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.35E-10,0,0,0
1113.4,0.016332,2.84E-11,2.13E-08,2.58E-16,-8.24E-09,-7.17E-12,143.9,1.53E-06,-0.044491,-6.54E-14,3.52E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.35E-10,0,0,0
1113.5,0.016329,2.84E-11,2.13E-08,2.58E-16,-8.24E-09,-7.17E-12,143.9,1.53E-06,-0.044491,-6.53E-14,3.52E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.35E-10,0,1.00E-10,0
1113.6,0.016325,2.84E-11,2.13E-08,2.58E-16,-8.23E-09,-7.17E-12,143.9,1.53E-06,-0.044491,-6.53E-14,3.52E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1113.7,0.016322,2.84E-11,2.13E-08,2.58E-16,-8.23E-09,-7.17E-12,143.9,1.53E-06,-0.044491,-6.53E-14,3.52E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1113.8,0.016319,2.84E-11,2.13E-08,2.58E-16,-8.23E-09,-7.17E-12,143.9,1.53E-06,-0.044491,-6.53E-14,3.52E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.34E-10,0,0,0
1113.9,0.016315,2.84E-11,2.13E-08,2.58E-16,-8.23E-09,-7.17E-12,143.9,1.53E-06,-0.044491,-6.52E-14,3.52E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1114,0.016312,2.84E-11,2.13E-08,2.58E-16,-8.23E-09,-7.17E-12,143.91,1.53E-06,-0.044491,-6.52E-14,3.52E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.34E-10,0,1.00E-10,1.00E-13
1114.1,0.016308,2.84E-11,2.13E-08,2.58E-16,-8.22E-09,-7.16E-12,143.91,1.53E-06,-0.044491,-6.52E-14,3.52E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1114.2,0.016305,2.84E-11,2.13E-08,2.58E-16,-8.22E-09,-7.16E-12,143.91,1.53E-06,-0.044491,-6.52E-14,3.51E-06,-1.15E-08,-4.00E-05,-1.12E-12,1.34E-10,0,0,0
1114.3,0.016301,2.83E-11,2.13E-08,2.58E-16,-8.22E-09,-7.16E-12,143.91,1.53E-06,-0.044491,-6.51E-14,3.51E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1114.4,0.016298,2.83E-11,2.13E-08,2.58E-16,-8.22E-09,-7.16E-12,143.91,1.53E-06,-0.044491,-6.51E-14,3.51E-06,-1.15E-08,-4.00E-05,-1.17E-13,-8.66E-10,0,1.00E-10,0
1114.5,0.016294,2.83E-11,2.12E-08,2.58E-16,-8.21E-09,-7.16E-12,143.91,1.53E-06,-0.044491,-6.51E-14,3.51E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1114.6,0.016291,2.83E-11,2.12E-08,2.58E-16,-8.21E-09,-7.16E-12,143.92,1.53E-06,-0.044491,-6.51E-14,3.51E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1114.7,0.016288,2.83E-11,2.12E-08,2.58E-16,-8.21E-09,-7.16E-12,143.92,1.53E-06,-0.044491,-6.51E-14,3.51E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.34E-10,-1.00E-17,0,0
1114.8,0.016284,2.83E-11,2.12E-08,2.57E-16,-8.21E-09,-7.16E-12,143.92,1.53E-06,-0.044491,-6.50E-14,3.51E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.34E-10,0,0,0
1114.9,0.016281,2.83E-11,2.12E-08,2.57E-16,-8.21E-09,-7.16E-12,143.92,1.53E-06,-0.044491,-6.50E-14,3.51E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.34E-10,0,1.00E-10,0
1115,0.016277,2.83E-11,2.12E-08,2.57E-16,-8.20E-09,-7.16E-12,143.92,1.53E-06,-0.044491,-6.50E-14,3.51E-06,-1.15E-08,-3.00E-05,-1.17E-13,1.33E-10,0,0,0
1115.1,0.016274,2.83E-11,2.12E-08,2.57E-16,-8.20E-09,-7.16E-12,143.92,1.53E-06,-0.044491,-6.50E-14,3.51E-06,-1.15E-08,-4.00E-05,-1.17E-13,1.33E-10,-1.00E-17,0,0
1115.2,0.01627,2.83E-11,2.12E-08,2.56E-16,-8.20E-09,-7.16E-12,143.92,1.53E-06,-0.044491,-6.49E-14,3.51E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,0,0,1.00E-13
1115.3,0.016267,2.83E-11,2.12E-08,2.56E-16,-8.20E-09,-7.15E-12,143.93,1.53E-06,-0.044491,-6.49E-14,3.51E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,-1.00E-17,1.00E-10,0
1115.4,0.016264,2.83E-11,2.12E-08,2.55E-16,-8.19E-09,-7.15E-12,143.93,1.53E-06,-0.044491,-6.49E-14,3.50E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.33E-10,0,0,0
1115.5,0.01626,2.83E-11,2.12E-08,2.55E-16,-8.19E-09,-7.15E-12,143.93,1.53E-06,-0.044491,-6.49E-14,3.50E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,0,0,0
1115.6,0.016257,2.83E-11,2.12E-08,2.55E-16,-8.19E-09,-7.15E-12,143.93,1.53E-06,-0.044491,-6.48E-14,3.50E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.33E-10,-1.00E-17,0,0
1115.7,0.016253,2.83E-11,2.12E-08,2.54E-16,-8.19E-09,-7.15E-12,143.93,1.53E-06,-0.044491,-6.48E-14,3.50E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,0,1.00E-10,0
1115.8,0.01625,2.83E-11,2.12E-08,2.54E-16,-8.18E-09,-7.15E-12,143.93,1.53E-06,-0.044491,-6.48E-14,3.50E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.33E-10,-1.00E-17,0,0
1115.9,0.016246,2.83E-11,2.12E-08,2.53E-16,-8.18E-09,-7.15E-12,143.94,1.53E-06,-0.044491,-6.48E-14,3.50E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,0,0,0
1116,0.016243,2.83E-11,2.12E-08,2.53E-16,-8.18E-09,-7.15E-12,143.94,1.53E-06,-0.044491,-6.48E-14,3.50E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,-1.00E-17,0,0
1116.1,0.01624,2.83E-11,2.12E-08,2.52E-16,-8.18E-09,-7.15E-12,143.94,1.53E-06,-0.044491,-6.47E-14,3.50E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.33E-10,0,0,0
1116.2,0.016236,2.83E-11,2.12E-08,2.52E-16,-8.18E-09,-7.15E-12,143.94,1.53E-06,-0.044491,-6.47E-14,3.50E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,-1.00E-17,1.00E-10,0
1116.3,0.016233,2.83E-11,2.12E-08,2.51E-16,-8.17E-09,-7.15E-12,143.94,1.53E-06,-0.044491,-6.47E-14,3.50E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.33E-10,0,0,0
1116.4,0.016229,2.83E-11,2.12E-08,2.51E-16,-8.17E-09,-7.15E-12,143.94,1.53E-06,-0.044491,-6.47E-14,3.50E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,0,0,0
1116.5,0.016226,2.83E-11,2.12E-08,2.51E-16,-8.17E-09,-7.15E-12,143.95,1.53E-06,-0.044491,-6.46E-14,3.50E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.33E-10,-1.00E-17,0,1.00E-13
1116.6,0.016222,2.83E-11,2.12E-08,2.50E-16,-8.17E-09,-7.14E-12,143.95,1.53E-06,-0.044491,-6.46E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.33E-10,0,1.00E-10,0
1116.7,0.016219,2.83E-11,2.12E-08,2.50E-16,-8.16E-09,-7.14E-12,143.95,1.53E-06,-0.044491,-6.46E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.32E-10,-1.00E-17,0,0
1116.8,0.016216,2.83E-11,2.12E-08,2.49E-16,-8.16E-09,-7.14E-12,143.95,1.53E-06,-0.044491,-6.46E-14,3.49E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.32E-10,0,0,0
1116.9,0.016212,2.83E-11,2.12E-08,2.49E-16,-8.16E-09,-7.14E-12,143.95,1.53E-06,-0.044491,-6.45E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.32E-10,-1.00E-17,0,0
1117,0.016209,2.83E-11,2.12E-08,2.48E-16,-8.16E-09,-7.14E-12,143.95,1.53E-06,-0.044491,-6.45E-14,3.49E-06,-1.15E-08,-4.00E-05,-1.16E-13,-8.68E-10,0,0,0
1117.1,0.016205,2.83E-11,2.11E-08,2.48E-16,-8.16E-09,-7.14E-12,143.96,1.53E-06,-0.044491,-6.45E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.32E-10,0,1.00E-10,0
1117.2,0.016202,2.83E-11,2.11E-08,2.48E-16,-8.15E-09,-7.14E-12,143.96,1.53E-06,-0.044491,-6.45E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.32E-10,-1.00E-17,0,0
1117.3,0.016199,2.83E-11,2.11E-08,2.47E-16,-8.15E-09,-7.14E-12,143.96,1.53E-06,-0.044491,-6.45E-14,3.49E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.32E-10,0,0,0
1117.4,0.016195,2.83E-11,2.11E-08,2.47E-16,-8.15E-09,-7.14E-12,143.96,1.53E-06,-0.044491,-6.44E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.32E-10,0,0,0
1117.5,0.016192,2.83E-11,2.11E-08,2.47E-16,-8.15E-09,-7.14E-12,143.96,1.53E-06,-0.044491,-6.44E-14,3.49E-06,-1.15E-08,-4.00E-05,-1.16E-13,1.32E-10,0,1.00E-10,0
1117.6,0.016188,2.83E-11,2.11E-08,2.47E-16,-8.14E-09,-7.14E-12,143.96,1.53E-06,-0.044491,-6.44E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.32E-10,0,0,0
1117.7,0.016185,2.83E-11,2.11E-08,2.47E-16,-8.14E-09,-7.14E-12,143.97,1.53E-06,-0.044491,-6.44E-14,3.49E-06,-1.15E-08,-3.00E-05,-1.16E-13,1.32E-10,-1.00E-17,0,0
1117.8,0.016182,2.83E-11,2.11E-08,2.46E-16,-8.14E-09,-7.14E-12,143.97,1.53E-06,-0.044491,-6.43E-14,3.48E-06,-1.15E-08,-4.00E-05,-1.12E-12,1.32E-10,0,0,1.00E-13
1117.9,0.016178,2.82E-11,2.11E-08,2.46E-16,-8.14E-09,-7.13E-12,143.97,1.53E-06,-0.044491,-6.43E-14,3.48E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.32E-10,0,0,0
1118,0.016175,2.82E-11,2.11E-08,2.46E-16,-8.14E-09,-7.13E-12,143.97,1.53E-06,-0.044491,-6.43E-14,3.48E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.32E-10,0,1.00E-10,0
1118.1,0.016171,2.82E-11,2.11E-08,2.46E-16,-8.13E-09,-7.13E-12,143.97,1.53E-06,-0.044491,-6.43E-14,3.48E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,0,0,0
1118.2,0.016168,2.82E-11,2.11E-08,2.46E-16,-8.13E-09,-7.13E-12,143.97,1.53E-06,-0.044491,-6.43E-14,3.48E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.31E-10,0,0,0
1118.3,0.016164,2.82E-11,2.11E-08,2.46E-16,-8.13E-09,-7.13E-12,143.98,1.53E-06,-0.044491,-6.42E-14,3.48E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,0,0,0
1118.4,0.016161,2.82E-11,2.11E-08,2.46E-16,-8.13E-09,-7.13E-12,143.98,1.53E-06,-0.044491,-6.42E-14,3.48E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,0,1.00E-10,0
1118.5,0.016158,2.82E-11,2.11E-08,2.46E-16,-8.12E-09,-7.13E-12,143.98,1.53E-06,-0.044491,-6.42E-14,3.48E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.31E-10,0,0,0
1118.6,0.016154,2.82E-11,2.11E-08,2.46E-16,-8.12E-09,-7.13E-12,143.98,1.53E-06,-0.044491,-6.42E-14,3.48E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,1.00E-17,0,0
1118.7,0.016151,2.82E-11,2.11E-08,2.47E-16,-8.12E-09,-7.13E-12,143.98,1.53E-06,-0.044491,-6.41E-14,3.48E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.31E-10,0,0,0
1118.8,0.016147,2.82E-11,2.11E-08,2.47E-16,-8.12E-09,-7.13E-12,143.98,1.53E-06,-0.044491,-6.41E-14,3.48E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,0,0,0
1118.9,0.016144,2.82E-11,2.11E-08,2.47E-16,-8.12E-09,-7.13E-12,143.98,1.53E-06,-0.044491,-6.41E-14,3.48E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,0,1.00E-10,0
1119,0.016141,2.82E-11,2.11E-08,2.47E-16,-8.11E-09,-7.13E-12,143.99,1.53E-06,-0.044491,-6.41E-14,3.48E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.31E-10,0,0,0
1119.1,0.016137,2.82E-11,2.11E-08,2.47E-16,-8.11E-09,-7.13E-12,143.99,1.53E-06,-0.044491,-6.41E-14,3.47E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,1.00E-17,0,1.00E-13
1119.2,0.016134,2.82E-11,2.11E-08,2.48E-16,-8.11E-09,-7.12E-12,143.99,1.53E-06,-0.044491,-6.40E-14,3.47E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.31E-10,0,0,0
1119.3,0.01613,2.82E-11,2.11E-08,2.48E-16,-8.11E-09,-7.12E-12,143.99,1.53E-06,-0.044491,-6.40E-14,3.47E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,0,1.00E-10,0
1119.4,0.016127,2.82E-11,2.11E-08,2.48E-16,-8.10E-09,-7.12E-12,143.99,1.53E-06,-0.044491,-6.40E-14,3.47E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,0,0,0
1119.5,0.016124,2.82E-11,2.11E-08,2.48E-16,-8.10E-09,-7.12E-12,143.99,1.53E-06,-0.044491,-6.40E-14,3.47E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.31E-10,1.00E-17,0,0
1119.6,0.01612,2.82E-11,2.11E-08,2.49E-16,-8.10E-09,-7.12E-12,144,1.53E-06,-0.044491,-6.39E-14,3.47E-06,-1.15E-08,-3.00E-05,-1.15E-13,-8.69E-10,0,0,0
1119.7,0.016117,2.82E-11,2.10E-08,2.49E-16,-8.10E-09,-7.12E-12,144,1.53E-06,-0.044491,-6.39E-14,3.47E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.31E-10,0,0,0
1119.8,0.016113,2.82E-11,2.10E-08,2.49E-16,-8.10E-09,-7.12E-12,144,1.53E-06,-0.044491,-6.39E-14,3.47E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.31E-10,1.00E-17,1.00E-10,0
1119.9,0.01611,2.82E-11,2.10E-08,2.50E-16,-8.09E-09,-7.12E-12,144,1.53E-06,-0.044491,-6.39E-14,3.47E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.30E-10,0,0,0
1120,0.016107,2.82E-11,2.10E-08,2.50E-16,-8.09E-09,-7.12E-12,144,1.53E-06,-0.044492,-6.39E-14,3.47E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.30E-10,0,0,0
1120.1,0.016103,2.82E-11,2.10E-08,2.50E-16,-8.09E-09,-7.12E-12,144,1.53E-06,-0.044492,-6.38E-14,3.47E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.30E-10,0,0,0
1120.2,0.0161,2.82E-11,2.10E-08,2.50E-16,-8.09E-09,-7.12E-12,144.01,1.53E-06,-0.044492,-6.38E-14,3.47E-06,-1.15E-08,-4.00E-05,-1.15E-13,1.30E-10,1.00E-17,1.00E-10,0
1120.3,0.016096,2.82E-11,2.10E-08,2.51E-16,-8.08E-09,-7.12E-12,144.01,1.53E-06,-0.044492,-6.38E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.30E-10,0,0,0
1120.4,0.016093,2.82E-11,2.10E-08,2.51E-16,-8.08E-09,-7.12E-12,144.01,1.53E-06,-0.044492,-6.38E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.15E-13,1.30E-10,0,0,1.00E-13
1120.5,0.01609,2.82E-11,2.10E-08,2.51E-16,-8.08E-09,-7.11E-12,144.01,1.53E-06,-0.044492,-6.37E-14,3.46E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.30E-10,0,0,0
1120.6,0.016086,2.82E-11,2.10E-08,2.51E-16,-8.08E-09,-7.11E-12,144.01,1.53E-06,-0.044492,-6.37E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.30E-10,0,0,0
1120.7,0.016083,2.82E-11,2.10E-08,2.51E-16,-8.08E-09,-7.11E-12,144.01,1.53E-06,-0.044492,-6.37E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.30E-10,1.00E-17,1.00E-10,0
1120.8,0.01608,2.82E-11,2.10E-08,2.52E-16,-8.07E-09,-7.11E-12,144.02,1.53E-06,-0.044492,-6.37E-14,3.46E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.30E-10,0,0,0
1120.9,0.016076,2.82E-11,2.10E-08,2.52E-16,-8.07E-09,-7.11E-12,144.02,1.53E-06,-0.044492,-6.37E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.30E-10,0,0,0
1121,0.016073,2.82E-11,2.10E-08,2.52E-16,-8.07E-09,-7.11E-12,144.02,1.53E-06,-0.044492,-6.36E-14,3.46E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.30E-10,0,0,0
1121.1,0.016069,2.82E-11,2.10E-08,2.52E-16,-8.07E-09,-7.11E-12,144.02,1.53E-06,-0.044492,-6.36E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.30E-10,0,1.00E-10,0
1121.2,0.016066,2.82E-11,2.10E-08,2.52E-16,-8.06E-09,-7.11E-12,144.02,1.53E-06,-0.044492,-6.36E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,0,0,0
1121.3,0.016063,2.82E-11,2.10E-08,2.52E-16,-8.06E-09,-7.11E-12,144.02,1.53E-06,-0.044492,-6.36E-14,3.46E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.29E-10,0,0,0
1121.4,0.016059,2.82E-11,2.10E-08,2.52E-16,-8.06E-09,-7.11E-12,144.03,1.53E-06,-0.044492,-6.35E-14,3.46E-06,-1.15E-08,-3.00E-05,-1.11E-12,1.29E-10,0,0,0
1121.5,0.016056,2.81E-11,2.10E-08,2.52E-16,-8.06E-09,-7.11E-12,144.03,1.53E-06,-0.044492,-6.35E-14,3.46E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.29E-10,-1.00E-17,0,0
1121.6,0.016052,2.81E-11,2.10E-08,2.51E-16,-8.06E-09,-7.11E-12,144.03,1.53E-06,-0.044492,-6.35E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,0,1.00E-10,0
1121.7,0.016049,2.81E-11,2.10E-08,2.51E-16,-8.05E-09,-7.11E-12,144.03,1.53E-06,-0.044492,-6.35E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,0,0,1.00E-13
1121.8,0.016046,2.81E-11,2.10E-08,2.51E-16,-8.05E-09,-7.10E-12,144.03,1.53E-06,-0.044492,-6.35E-14,3.45E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.29E-10,0,0,0
1121.9,0.016042,2.81E-11,2.10E-08,2.51E-16,-8.05E-09,-7.10E-12,144.03,1.53E-06,-0.044492,-6.34E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,-1.00E-17,0,0
1122,0.016039,2.81E-11,2.10E-08,2.50E-16,-8.05E-09,-7.10E-12,144.03,1.53E-06,-0.044492,-6.34E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,0,1.00E-10,0
1122.1,0.016036,2.81E-11,2.10E-08,2.50E-16,-8.04E-09,-7.10E-12,144.04,1.53E-06,-0.044492,-6.34E-14,3.45E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.29E-10,0,0,0
1122.2,0.016032,2.81E-11,2.10E-08,2.50E-16,-8.04E-09,-7.10E-12,144.04,1.53E-06,-0.044492,-6.34E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,-8.71E-10,-1.00E-17,0,0
1122.3,0.016029,2.81E-11,2.09E-08,2.49E-16,-8.04E-09,-7.10E-12,144.04,1.53E-06,-0.044492,-6.33E-14,3.45E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.29E-10,0,0,0
1122.4,0.016025,2.81E-11,2.09E-08,2.49E-16,-8.04E-09,-7.10E-12,144.04,1.53E-06,-0.044492,-6.33E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,-1.00E-17,0,0
1122.5,0.016022,2.81E-11,2.09E-08,2.48E-16,-8.04E-09,-7.10E-12,144.04,1.53E-06,-0.044492,-6.33E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,0,1.00E-10,0
1122.6,0.016019,2.81E-11,2.09E-08,2.48E-16,-8.03E-09,-7.10E-12,144.04,1.53E-06,-0.044492,-6.33E-14,3.45E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.29E-10,-1.00E-17,0,0
1122.7,0.016015,2.81E-11,2.09E-08,2.47E-16,-8.03E-09,-7.10E-12,144.05,1.53E-06,-0.044492,-6.32E-14,3.45E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,0,0,0
