Time,u,v,w,p,q,r,X,Y,Z,phi,theta,psi,a_x,a_y,a_z,p_dot,q_dot,r_dot
1122.8,0.016012,2.81E-11,2.09E-08,2.47E-16,-8.03E-09,-7.10E-12,144.05,1.53E-06,-0.044492,-6.32E-14,3.44E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.29E-10,-1.00E-17,0,0
1122.9,0.016009,2.81E-11,2.09E-08,2.46E-16,-8.03E-09,-7.10E-12,144.05,1.53E-06,-0.044492,-6.32E-14,3.44E-06,-1.15E-08,-4.00E-05,-1.14E-13,1.29E-10,0,1.00E-10,0
1123,0.016005,2.81E-11,2.09E-08,2.46E-16,-8.02E-09,-7.10E-12,144.05,1.53E-06,-0.044492,-6.32E-14,3.44E-06,-1.15E-08,-3.00E-05,-1.14E-13,1.28E-10,-1.00E-17,0,1.00E-13
1123.1,0.016002,2.81E-11,2.09E-08,2.45E-16,-8.02E-09,-7.09E-12,144.05,1.53E-06,-0.044492,-6.32E-14,3.44E-06,-1.15E-08,-4.00E-05,-1.13E-13,1.28E-10,0,0,0
1123.2,0.015998,2.81E-11,2.09E-08,2.45E-16,-8.02E-09,-7.09E-12,144.05,1.53E-06,-0.044492,-6.31E-14,3.44E-06,-1.15E-08,-3.00E-05,-1.13E-13,1.28E-10,-1.00E-17,0,0
1123.3,0.015995,2.81E-11,2.09E-08,2.44E-16,-8.02E-09,-7.09E-12,144.06,1.53E-06,-0.044492,-6.31E-14,3.44E-06,-1.15E-08,-3.00E-05,-1.13E-13,1.28E-10,0,0,0
1123.4,0.015992,2.81E-11,2.09E-08,2.44E-16,-8.02E-09,-7.09E-12,144.06,1.53E-06,-0.044492,-6.31E-14,3.44E-06,-1.15E-08,-4.00E-05,-1.13E-13,1.28E-10,-1.00E-17,1.00E-10,0
1123.5,0.015988,2.81E-11,2.09E-08,2.43E-16,-8.01E-09,-7.09E-12,144.06,1.53E-06,-0.044492,-6.31E-14,3.44E-06,-1.15E-08,-3.00E-05,-1.13E-13,1.28E-10,0,0,0
1123.6,0.015985,2.81E-11,2.09E-08,2.43E-16,-8.01E-09,-7.09E-12,144.06,1.53E-06,-0.044492,-6.30E-14,3.44E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.28E-10,-1.00E-17,0,0
1123.7,0.015982,2.81E-11,2.09E-08,2.42E-16,-8.01E-09,-7.09E-12,144.06,1.53E-06,-0.044492,-6.30E-14,3.44E-06,-1.16E-08,-4.00E-05,-1.13E-13,1.28E-10,0,0,0
1123.8,0.015978,2.81E-11,2.09E-08,2.42E-16,-8.01E-09,-7.09E-12,144.06,1.53E-06,-0.044492,-6.30E-14,3.44E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.28E-10,-1.00E-17,1.00E-10,0
1123.9,0.015975,2.81E-11,2.09E-08,2.41E-16,-8.00E-09,-7.09E-12,144.07,1.53E-06,-0.044492,-6.30E-14,3.44E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.28E-10,0,0,0
1124,0.015972,2.81E-11,2.09E-08,2.41E-16,-8.00E-09,-7.09E-12,144.07,1.53E-06,-0.044492,-6.30E-14,3.43E-06,-1.16E-08,-4.00E-05,-1.13E-13,1.28E-10,-1.00E-17,0,0
1124.1,0.015968,2.81E-11,2.09E-08,2.40E-16,-8.00E-09,-7.09E-12,144.07,1.53E-06,-0.044492,-6.29E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.28E-10,0,0,0
1124.2,0.015965,2.81E-11,2.09E-08,2.40E-16,-8.00E-09,-7.09E-12,144.07,1.53E-06,-0.044492,-6.29E-14,3.43E-06,-1.16E-08,-4.00E-05,-1.13E-13,1.28E-10,-1.00E-17,0,0
1124.3,0.015961,2.81E-11,2.09E-08,2.39E-16,-8.00E-09,-7.09E-12,144.07,1.53E-06,-0.044492,-6.29E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.28E-10,0,1.00E-10,1.00E-13
1124.4,0.015958,2.81E-11,2.09E-08,2.39E-16,-7.99E-09,-7.08E-12,144.07,1.53E-06,-0.044492,-6.29E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.28E-10,0,0,0
1124.5,0.015955,2.81E-11,2.09E-08,2.39E-16,-7.99E-09,-7.08E-12,144.07,1.53E-06,-0.044492,-6.29E-14,3.43E-06,-1.16E-08,-4.00E-05,-1.13E-13,1.27E-10,0,0,0
1124.6,0.015951,2.81E-11,2.09E-08,2.39E-16,-7.99E-09,-7.08E-12,144.08,1.53E-06,-0.044492,-6.28E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.27E-10,-1.00E-17,0,0
1124.7,0.015948,2.81E-11,2.09E-08,2.38E-16,-7.99E-09,-7.08E-12,144.08,1.53E-06,-0.044492,-6.28E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.27E-10,0,0,0
1124.8,0.015945,2.81E-11,2.09E-08,2.38E-16,-7.99E-09,-7.08E-12,144.08,1.53E-06,-0.044492,-6.28E-14,3.43E-06,-1.16E-08,-4.00E-05,-1.13E-13,-8.73E-10,0,1.00E-10,0
1124.9,0.015941,2.81E-11,2.08E-08,2.38E-16,-7.98E-09,-7.08E-12,144.08,1.53E-06,-0.044492,-6.28E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.27E-10,0,0,0
1125,0.015938,2.81E-11,2.08E-08,2.38E-16,-7.98E-09,-7.08E-12,144.08,1.53E-06,-0.044492,-6.27E-14,3.43E-06,-1.16E-08,-1.66E-16,-1.13E-13,1.27E-10,0,0,0
1125.1,0.015938,2.81E-11,2.08E-08,2.38E-16,-7.98E-09,-7.08E-12,144.08,1.53E-06,-0.044492,-6.27E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.11E-12,1.27E-10,0,0,0
1125.2,0.015935,2.80E-11,2.08E-08,2.38E-16,-7.98E-09,-7.08E-12,144.08,1.53E-06,-0.044492,-6.27E-14,3.43E-06,-1.16E-08,-4.00E-05,-1.13E-13,1.27E-10,0,0,0
1125.3,0.015931,2.80E-11,2.08E-08,2.38E-16,-7.98E-09,-7.08E-12,144.09,1.53E-06,-0.044492,-6.27E-14,3.43E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.27E-10,0,1.00E-10,0
1125.4,0.015928,2.80E-11,2.08E-08,2.38E-16,-7.97E-09,-7.08E-12,144.09,1.53E-06,-0.044492,-6.27E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.27E-10,0,0,0
1125.5,0.015925,2.80E-11,2.08E-08,2.38E-16,-7.97E-09,-7.08E-12,144.09,1.53E-06,-0.044492,-6.27E-14,3.42E-06,-1.16E-08,-4.00E-05,-1.13E-13,1.27E-10,0,0,0
1125.6,0.015921,2.80E-11,2.08E-08,2.38E-16,-7.97E-09,-7.08E-12,144.09,1.53E-06,-0.044492,-6.26E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.27E-10,0,0,0
1125.7,0.015918,2.80E-11,2.08E-08,2.38E-16,-7.97E-09,-7.08E-12,144.09,1.53E-06,-0.044492,-6.26E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.13E-13,1.27E-10,0,0,0
1125.8,0.015915,2.80E-11,2.08E-08,2.38E-16,-7.97E-09,-7.08E-12,144.09,1.53E-06,-0.044492,-6.26E-14,3.42E-06,-1.16E-08,-4.00E-05,-1.13E-13,1.27E-10,0,1.00E-10,1.00E-13
1125.9,0.015911,2.80E-11,2.08E-08,2.38E-16,-7.96E-09,-7.07E-12,144.1,1.53E-06,-0.044492,-6.26E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.27E-10,1.00E-17,0,0
1126,0.015908,2.80E-11,2.08E-08,2.39E-16,-7.96E-09,-7.07E-12,144.1,1.53E-06,-0.044492,-6.26E-14,3.42E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.27E-10,0,0,0
1126.1,0.015904,2.80E-11,2.08E-08,2.39E-16,-7.96E-09,-7.07E-12,144.1,1.53E-06,-0.044492,-6.25E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.27E-10,0,0,0
1126.2,0.015901,2.80E-11,2.08E-08,2.39E-16,-7.96E-09,-7.07E-12,144.1,1.53E-06,-0.044492,-6.25E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.27E-10,1.00E-17,1.00E-10,0
1126.3,0.015898,2.80E-11,2.08E-08,2.40E-16,-7.95E-09,-7.07E-12,144.1,1.53E-06,-0.044492,-6.25E-14,3.42E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.26E-10,0,0,0
1126.4,0.015894,2.80E-11,2.08E-08,2.40E-16,-7.95E-09,-7.07E-12,144.1,1.53E-06,-0.044492,-6.25E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,0,0,0
1126.5,0.015891,2.80E-11,2.08E-08,2.40E-16,-7.95E-09,-7.07E-12,144.1,1.53E-06,-0.044492,-6.24E-14,3.42E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,1.00E-17,0,0
1126.6,0.015888,2.80E-11,2.08E-08,2.41E-16,-7.95E-09,-7.07E-12,144.11,1.53E-06,-0.044492,-6.24E-14,3.42E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.26E-10,0,0,0
1126.7,0.015884,2.80E-11,2.08E-08,2.41E-16,-7.95E-09,-7.07E-12,144.11,1.53E-06,-0.044492,-6.24E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,1.00E-17,1.00E-10,0
1126.8,0.015881,2.80E-11,2.08E-08,2.42E-16,-7.94E-09,-7.07E-12,144.11,1.53E-06,-0.044492,-6.24E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,0,0,0
1126.9,0.015878,2.80E-11,2.08E-08,2.42E-16,-7.94E-09,-7.07E-12,144.11,1.53E-06,-0.044492,-6.24E-14,3.41E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.26E-10,0,0,0
1127,0.015874,2.80E-11,2.08E-08,2.42E-16,-7.94E-09,-7.07E-12,144.11,1.53E-06,-0.044492,-6.23E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,1.00E-17,0,0
1127.1,0.015871,2.80E-11,2.08E-08,2.43E-16,-7.94E-09,-7.07E-12,144.11,1.53E-06,-0.044492,-6.23E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,0,0,1.00E-13
1127.2,0.015868,2.80E-11,2.08E-08,2.43E-16,-7.94E-09,-7.06E-12,144.12,1.53E-06,-0.044492,-6.23E-14,3.41E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.26E-10,0,1.00E-10,0
1127.3,0.015864,2.80E-11,2.08E-08,2.43E-16,-7.93E-09,-7.06E-12,144.12,1.53E-06,-0.044492,-6.23E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,1.00E-17,0,0
1127.4,0.015861,2.80E-11,2.08E-08,2.44E-16,-7.93E-09,-7.06E-12,144.12,1.53E-06,-0.044492,-6.23E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,0,0,0
1127.5,0.015858,2.80E-11,2.08E-08,2.44E-16,-7.93E-09,-7.06E-12,144.12,1.53E-06,-0.044492,-6.22E-14,3.41E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.26E-10,0,0,0
1127.6,0.015854,2.80E-11,2.08E-08,2.44E-16,-7.93E-09,-7.06E-12,144.12,1.53E-06,-0.044492,-6.22E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,-8.74E-10,1.00E-17,1.00E-10,0
1127.7,0.015851,2.80E-11,2.07E-08,2.45E-16,-7.92E-09,-7.06E-12,144.12,1.53E-06,-0.044492,-6.22E-14,3.41E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.26E-10,0,0,0
1127.8,0.015848,2.80E-11,2.07E-08,2.45E-16,-7.92E-09,-7.06E-12,144.13,1.53E-06,-0.044492,-6.22E-14,3.41E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.26E-10,0,0,0
1127.9,0.015844,2.80E-11,2.07E-08,2.45E-16,-7.92E-09,-7.06E-12,144.13,1.53E-06,-0.044492,-6.21E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.25E-10,0,0,0
1128,0.015841,2.80E-11,2.07E-08,2.45E-16,-7.92E-09,-7.06E-12,144.13,1.53E-06,-0.044492,-6.21E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.25E-10,1.00E-17,0,0
1128.1,0.015838,2.80E-11,2.07E-08,2.46E-16,-7.92E-09,-7.06E-12,144.13,1.53E-06,-0.044492,-6.21E-14,3.40E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.25E-10,0,1.00E-10,0
1128.2,0.015834,2.80E-11,2.07E-08,2.46E-16,-7.91E-09,-7.06E-12,144.13,1.53E-06,-0.044492,-6.21E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.25E-10,0,0,0
1128.3,0.015831,2.80E-11,2.07E-08,2.46E-16,-7.91E-09,-7.06E-12,144.13,1.53E-06,-0.044492,-6.21E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.25E-10,0,0,0
1128.4,0.015828,2.80E-11,2.07E-08,2.46E-16,-7.91E-09,-7.06E-12,144.14,1.53E-06,-0.044492,-6.20E-14,3.40E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.25E-10,0,0,1.00E-13
1128.5,0.015824,2.80E-11,2.07E-08,2.46E-16,-7.91E-09,-7.05E-12,144.14,1.53E-06,-0.044492,-6.20E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.25E-10,0,1.00E-10,0
1128.6,0.015821,2.80E-11,2.07E-08,2.46E-16,-7.90E-09,-7.05E-12,144.14,1.53E-06,-0.044492,-6.20E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.12E-13,1.25E-10,-1.00E-17,0,0
1128.7,0.015818,2.80E-11,2.07E-08,2.45E-16,-7.90E-09,-7.05E-12,144.14,1.53E-06,-0.044492,-6.20E-14,3.40E-06,-1.16E-08,-4.00E-05,-1.12E-13,1.25E-10,0,0,0
1128.8,0.015814,2.80E-11,2.07E-08,2.45E-16,-7.90E-09,-7.05E-12,144.14,1.53E-06,-0.044492,-6.19E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.11E-12,1.25E-10,0,0,0
1128.9,0.015811,2.79E-11,2.07E-08,2.45E-16,-7.90E-09,-7.05E-12,144.14,1.53E-06,-0.044492,-6.19E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.25E-10,0,0,0
1129,0.015808,2.79E-11,2.07E-08,2.45E-16,-7.90E-09,-7.05E-12,144.14,1.53E-06,-0.044492,-6.19E-14,3.40E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.25E-10,-1.00E-17,1.00E-10,0
1129.1,0.015804,2.79E-11,2.07E-08,2.44E-16,-7.89E-09,-7.05E-12,144.15,1.53E-06,-0.044492,-6.19E-14,3.40E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.25E-10,0,0,0
1129.2,0.015801,2.79E-11,2.07E-08,2.44E-16,-7.89E-09,-7.05E-12,144.15,1.53E-06,-0.044492,-6.19E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.25E-10,0,0,0
1129.3,0.015798,2.79E-11,2.07E-08,2.44E-16,-7.89E-09,-7.05E-12,144.15,1.53E-06,-0.044492,-6.18E-14,3.39E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.25E-10,-1.00E-17,0,0
1129.4,0.015794,2.79E-11,2.07E-08,2.43E-16,-7.89E-09,-7.05E-12,144.15,1.53E-06,-0.044492,-6.18E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.25E-10,0,0,0
1129.5,0.015791,2.79E-11,2.07E-08,2.43E-16,-7.89E-09,-7.05E-12,144.15,1.53E-06,-0.044492,-6.18E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.25E-10,-1.00E-17,1.00E-10,0
1129.6,0.015788,2.79E-11,2.07E-08,2.42E-16,-7.88E-09,-7.05E-12,144.15,1.53E-06,-0.044492,-6.18E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,0,0,0
1129.7,0.015785,2.79E-11,2.07E-08,2.42E-16,-7.88E-09,-7.05E-12,144.16,1.53E-06,-0.044492,-6.17E-14,3.39E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,0
1129.8,0.015781,2.79E-11,2.07E-08,2.41E-16,-7.88E-09,-7.05E-12,144.16,1.53E-06,-0.044492,-6.17E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,0,0,1.00E-13
1129.9,0.015778,2.79E-11,2.07E-08,2.41E-16,-7.88E-09,-7.04E-12,144.16,1.53E-06,-0.044492,-6.17E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,-1.00E-17,1.00E-10,0
1130,0.015775,2.79E-11,2.07E-08,2.40E-16,-7.87E-09,-7.04E-12,144.16,1.53E-06,-0.044492,-6.17E-14,3.39E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,0
1130.1,0.015771,2.79E-11,2.07E-08,2.39E-16,-7.87E-09,-7.04E-12,144.16,1.53E-06,-0.044492,-6.17E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,0,0,0
1130.2,0.015768,2.79E-11,2.07E-08,2.39E-16,-7.87E-09,-7.04E-12,144.16,1.53E-06,-0.044492,-6.16E-14,3.39E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,0
1130.3,0.015765,2.79E-11,2.07E-08,2.38E-16,-7.87E-09,-7.04E-12,144.17,1.53E-06,-0.044492,-6.16E-14,3.39E-06,-1.16E-08,-4.00E-05,-1.11E-13,-8.76E-10,-1.00E-17,0,0
1130.4,0.015761,2.79E-11,2.06E-08,2.37E-16,-7.87E-09,-7.04E-12,144.17,1.53E-06,-0.044492,-6.16E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,0,1.00E-10,0
1130.5,0.015758,2.79E-11,2.06E-08,2.37E-16,-7.86E-09,-7.04E-12,144.17,1.53E-06,-0.044492,-6.16E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,0
1130.6,0.015755,2.79E-11,2.06E-08,2.36E-16,-7.86E-09,-7.04E-12,144.17,1.53E-06,-0.044492,-6.15E-14,3.38E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,0
1130.7,0.015751,2.79E-11,2.06E-08,2.35E-16,-7.86E-09,-7.04E-12,144.17,1.53E-06,-0.044492,-6.15E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,0,0,0
1130.8,0.015748,2.79E-11,2.06E-08,2.35E-16,-7.86E-09,-7.04E-12,144.17,1.53E-06,-0.044492,-6.15E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,0
1130.9,0.015745,2.79E-11,2.06E-08,2.34E-16,-7.86E-09,-7.04E-12,144.17,1.53E-06,-0.044492,-6.15E-14,3.38E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.24E-10,0,1.00E-10,0
1131,0.015741,2.79E-11,2.06E-08,2.34E-16,-7.85E-09,-7.04E-12,144.18,1.53E-06,-0.044492,-6.15E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,0
1131.1,0.015738,2.79E-11,2.06E-08,2.33E-16,-7.85E-09,-7.04E-12,144.18,1.53E-06,-0.044492,-6.14E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,-1.00E-17,0,1.00E-13
1131.2,0.015735,2.79E-11,2.06E-08,2.32E-16,-7.85E-09,-7.03E-12,144.18,1.53E-06,-0.044492,-6.14E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.24E-10,0,0,0
1131.3,0.015732,2.79E-11,2.06E-08,2.32E-16,-7.85E-09,-7.03E-12,144.18,1.53E-06,-0.044492,-6.14E-14,3.38E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.24E-10,0,1.00E-10,0
1131.4,0.015728,2.79E-11,2.06E-08,2.32E-16,-7.84E-09,-7.03E-12,144.18,1.53E-06,-0.044492,-6.14E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.23E-10,-1.00E-17,0,0
1131.5,0.015725,2.79E-11,2.06E-08,2.31E-16,-7.84E-09,-7.03E-12,144.18,1.53E-06,-0.044492,-6.14E-14,3.38E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.23E-10,0,0,0
1131.6,0.015722,2.79E-11,2.06E-08,2.31E-16,-7.84E-09,-7.03E-12,144.19,1.53E-06,-0.044492,-6.13E-14,3.38E-06,-1.16E-08,-4.00E-05,-1.11E-13,1.23E-10,-1.00E-17,0,0
1131.7,0.015718,2.79E-11,2.06E-08,2.30E-16,-7.84E-09,-7.03E-12,144.19,1.53E-06,-0.044492,-6.13E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.11E-13,1.23E-10,0,0,0
1131.8,0.015715,2.79E-11,2.06E-08,2.30E-16,-7.84E-09,-7.03E-12,144.19,1.53E-06,-0.044492,-6.13E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.23E-10,0,1.00E-10,0
1131.9,0.015712,2.79E-11,2.06E-08,2.30E-16,-7.83E-09,-7.03E-12,144.19,1.53E-06,-0.044492,-6.13E-14,3.37E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.23E-10,0,0,0
1132,0.015708,2.79E-11,2.06E-08,2.30E-16,-7.83E-09,-7.03E-12,144.19,1.53E-06,-0.044492,-6.13E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.23E-10,-1.00E-17,0,0
1132.1,0.015705,2.79E-11,2.06E-08,2.29E-16,-7.83E-09,-7.03E-12,144.19,1.53E-06,-0.044492,-6.12E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.23E-10,0,0,0
1132.2,0.015702,2.79E-11,2.06E-08,2.29E-16,-7.83E-09,-7.03E-12,144.19,1.53E-06,-0.044492,-6.12E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.23E-10,0,0,0
1132.3,0.015699,2.79E-11,2.06E-08,2.29E-16,-7.83E-09,-7.03E-12,144.2,1.53E-06,-0.044492,-6.12E-14,3.37E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.23E-10,0,1.00E-10,0
1132.4,0.015695,2.79E-11,2.06E-08,2.29E-16,-7.82E-09,-7.03E-12,144.2,1.53E-06,-0.044492,-6.12E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.23E-10,0,0,1.00E-13
1132.5,0.015692,2.79E-11,2.06E-08,2.29E-16,-7.82E-09,-7.02E-12,144.2,1.53E-06,-0.044492,-6.12E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.11E-12,1.23E-10,1.00E-17,0,0
1132.6,0.015689,2.78E-11,2.06E-08,2.30E-16,-7.82E-09,-7.02E-12,144.2,1.53E-06,-0.044492,-6.11E-14,3.37E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.23E-10,0,0,0
1132.7,0.015685,2.78E-11,2.06E-08,2.30E-16,-7.82E-09,-7.02E-12,144.2,1.53E-06,-0.044492,-6.11E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.23E-10,0,1.00E-10,0
1132.8,0.015682,2.78E-11,2.06E-08,2.30E-16,-7.81E-09,-7.02E-12,144.2,1.53E-06,-0.044492,-6.11E-14,3.37E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,0,0,0
1132.9,0.015679,2.78E-11,2.06E-08,2.30E-16,-7.81E-09,-7.02E-12,144.21,1.53E-06,-0.044492,-6.11E-14,3.37E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.22E-10,1.00E-17,0,0
1133,0.015675,2.78E-11,2.06E-08,2.31E-16,-7.81E-09,-7.02E-12,144.21,1.53E-06,-0.044492,-6.11E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,-8.78E-10,0,0,0
1133.1,0.015672,2.78E-11,2.05E-08,2.31E-16,-7.81E-09,-7.02E-12,144.21,1.53E-06,-0.044492,-6.10E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,0,0,0
1133.2,0.015669,2.78E-11,2.05E-08,2.31E-16,-7.81E-09,-7.02E-12,144.21,1.53E-06,-0.044492,-6.10E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,1.00E-17,1.00E-10,0
1133.3,0.015666,2.78E-11,2.05E-08,2.32E-16,-7.80E-09,-7.02E-12,144.21,1.53E-06,-0.044492,-6.10E-14,3.36E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.22E-10,0,0,0
1133.4,0.015662,2.78E-11,2.05E-08,2.32E-16,-7.80E-09,-7.02E-12,144.21,1.53E-06,-0.044492,-6.10E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,1.00E-17,0,0
1133.5,0.015659,2.78E-11,2.05E-08,2.33E-16,-7.80E-09,-7.02E-12,144.22,1.53E-06,-0.044492,-6.09E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,0,0,0
1133.6,0.015656,2.78E-11,2.05E-08,2.33E-16,-7.80E-09,-7.02E-12,144.22,1.53E-06,-0.044492,-6.09E-14,3.36E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.22E-10,1.00E-17,0,0
1133.7,0.015652,2.78E-11,2.05E-08,2.34E-16,-7.80E-09,-7.02E-12,144.22,1.52E-06,-0.044492,-6.09E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,0,1.00E-10,0
1133.8,0.015649,2.78E-11,2.05E-08,2.34E-16,-7.79E-09,-7.02E-12,144.22,1.52E-06,-0.044492,-6.09E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,1.00E-17,0,1.00E-13
1133.9,0.015646,2.78E-11,2.05E-08,2.35E-16,-7.79E-09,-7.01E-12,144.22,1.52E-06,-0.044492,-6.09E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,0,0,0
1134,0.015643,2.78E-11,2.05E-08,2.35E-16,-7.79E-09,-7.01E-12,144.22,1.52E-06,-0.044492,-6.08E-14,3.36E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.22E-10,1.00E-17,0,0
1134.1,0.015639,2.78E-11,2.05E-08,2.36E-16,-7.79E-09,-7.01E-12,144.22,1.52E-06,-0.044492,-6.08E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,0,0,0
1134.2,0.015636,2.78E-11,2.05E-08,2.36E-16,-7.79E-09,-7.01E-12,144.23,1.52E-06,-0.044492,-6.08E-14,3.36E-06,-1.16E-08,-3.00E-05,-1.10E-13,1.22E-10,1.00E-17,1.00E-10,0
1134.3,0.015633,2.78E-11,2.05E-08,2.37E-16,-7.78E-09,-7.01E-12,144.23,1.52E-06,-0.044492,-6.08E-14,3.35E-06,-1.16E-08,-4.00E-05,-1.10E-13,1.22E-10,0,0,0
