t(s),u(m/s),v(m/s),w(m/s),p(deg/s),q(deg/s),r(deg/s),X(m),Y(m),Z(m),phi(deg),theta(deg),psi(deg),Del_s(deg),Del_bp(deg),Del_bs(deg),Del_r(deg),Del_delb,n(RPS),ax(m/s2),ay(m/s2),az(m/s2),alphax(deg/s2),alphay(deg/s2),alphaz(deg/s2)
1330.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.44,-19.91,12.83,0.4375,-0.8277,-2239,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1330.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.46,-19.99,12.82,0.4375,-0.8277,-2240,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1330.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.49,-20.07,12.81,0.4375,-0.8277,-2240,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1331,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.51,-20.15,12.8,0.4375,-0.8277,-2240,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1331.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.54,-20.23,12.79,0.4375,-0.8277,-2240,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1331.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.56,-20.31,12.79,0.4375,-0.8277,-2240,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1331.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.58,-20.39,12.78,0.4375,-0.8277,-2240,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1331.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.61,-20.46,12.77,0.4375,-0.8277,-2241,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1331.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.63,-20.54,12.76,0.4375,-0.8277,-2241,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1331.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.65,-20.62,12.75,0.4375,-0.8277,-2241,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1331.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.68,-20.7,12.74,0.4375,-0.8277,-2241,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1331.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.7,-20.78,12.73,0.4375,-0.8277,-2241,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1331.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.72,-20.86,12.73,0.4375,-0.8277,-2241,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1332,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.74,-20.94,12.72,0.4375,-0.8277,-2242,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1332.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.76,-21.02,12.71,0.4375,-0.8277,-2242,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1332.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.78,-21.1,12.7,0.4375,-0.8277,-2242,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1332.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.81,-21.18,12.69,0.4375,-0.8277,-2242,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1332.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.83,-21.25,12.68,0.4375,-0.8277,-2242,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1332.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.85,-21.33,12.68,0.4375,-0.8277,-2242,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1332.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.87,-21.41,12.67,0.4375,-0.8277,-2243,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1332.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.89,-21.49,12.66,0.4375,-0.8277,-2243,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1332.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.91,-21.57,12.65,0.4375,-0.8277,-2243,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1332.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.93,-21.65,12.64,0.4375,-0.8277,-2243,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1333,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.95,-21.73,12.63,0.4375,-0.8277,-2243,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1333.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.97,-21.81,12.62,0.4375,-0.8277,-2243,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1333.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,37.98,-21.89,12.62,0.4375,-0.8277,-2244,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1333.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38,-21.97,12.61,0.4375,-0.8277,-2244,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1333.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.02,-22.05,12.6,0.4375,-0.8277,-2244,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1333.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.04,-22.13,12.59,0.4375,-0.8277,-2244,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1333.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.06,-22.21,12.58,0.4375,-0.8277,-2244,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1333.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.08,-22.29,12.57,0.4375,-0.8277,-2244,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1333.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.09,-22.37,12.56,0.4375,-0.8277,-2245,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1333.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.11,-22.45,12.56,0.4375,-0.8277,-2245,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1334,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.13,-22.53,12.55,0.4375,-0.8277,-2245,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1334.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.15,-22.61,12.54,0.4375,-0.8277,-2245,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1334.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.16,-22.69,12.53,0.4375,-0.8277,-2245,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1334.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.18,-22.77,12.52,0.4375,-0.8277,-2245,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1334.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.19,-22.86,12.51,0.4375,-0.8277,-2246,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1334.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.21,-22.94,12.5,0.4375,-0.8277,-2246,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1334.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.23,-23.02,12.5,0.4375,-0.8277,-2246,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1334.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.24,-23.1,12.49,0.4375,-0.8277,-2246,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1334.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.26,-23.18,12.48,0.4375,-0.8277,-2246,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1334.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.27,-23.26,12.47,0.4375,-0.8277,-2246,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1335,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.29,-23.34,12.46,0.4375,-0.8277,-2247,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1335.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.3,-23.42,12.45,0.4375,-0.8277,-2247,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1335.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.32,-23.5,12.45,0.4375,-0.8277,-2247,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1335.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.33,-23.58,12.44,0.4375,-0.8277,-2247,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1335.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.34,-23.66,12.43,0.4375,-0.8277,-2247,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1335.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.36,-23.74,12.42,0.4375,-0.8277,-2247,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1335.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.37,-23.82,12.41,0.4375,-0.8277,-2248,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1335.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.38,-23.91,12.4,0.4375,-0.8277,-2248,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1335.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.4,-23.99,12.39,0.4375,-0.8277,-2248,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1335.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.41,-24.07,12.39,0.4375,-0.8277,-2248,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1336,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.42,-24.15,12.38,0.4375,-0.8277,-2248,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1336.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.43,-24.23,12.37,0.4375,-0.8277,-2248,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1336.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.45,-24.31,12.36,0.4375,-0.8277,-2249,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1336.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.46,-24.39,12.35,0.4375,-0.8277,-2249,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1336.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.47,-24.47,12.34,0.4375,-0.8277,-2249,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1336.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.48,-24.56,12.33,0.4375,-0.8277,-2249,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1336.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.49,-24.64,12.33,0.4375,-0.8277,-2249,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1336.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.5,-24.72,12.32,0.4375,-0.8277,-2249,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1336.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.51,-24.8,12.31,0.4375,-0.8277,-2250,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1336.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.52,-24.88,12.3,0.4375,-0.8277,-2250,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1337,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.53,-24.96,12.29,0.4375,-0.8277,-2250,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1337.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.54,-25.04,12.28,0.4375,-0.8277,-2250,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1337.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.55,-25.13,12.27,0.4375,-0.8277,-2250,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1337.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.56,-25.21,12.27,0.4375,-0.8277,-2251,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1337.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.57,-25.29,12.26,0.4375,-0.8277,-2251,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1337.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.58,-25.37,12.25,0.4375,-0.8277,-2251,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1337.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.59,-25.45,12.24,0.4375,-0.8277,-2251,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1337.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.6,-25.53,12.23,0.4375,-0.8277,-2251,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1337.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.6,-25.62,12.22,0.4375,-0.8277,-2251,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1337.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.61,-25.7,12.21,0.4375,-0.8277,-2252,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1338,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.62,-25.78,12.21,0.4375,-0.8277,-2252,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1338.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.63,-25.86,12.2,0.4375,-0.8277,-2252,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1338.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.63,-25.94,12.19,0.4375,-0.8277,-2252,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1338.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.64,-26.02,12.18,0.4375,-0.8277,-2252,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1338.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.65,-26.11,12.17,0.4375,-0.8277,-2252,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1338.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.65,-26.19,12.16,0.4375,-0.8277,-2253,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1338.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.66,-26.27,12.15,0.4375,-0.8277,-2253,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1338.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.66,-26.35,12.15,0.4375,-0.8277,-2253,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1338.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.67,-26.43,12.14,0.4375,-0.8277,-2253,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1338.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.68,-26.52,12.13,0.4375,-0.8277,-2253,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1339,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.68,-26.6,12.12,0.4375,-0.8277,-2253,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1339.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.69,-26.68,12.11,0.4375,-0.8277,-2254,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1339.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.69,-26.76,12.1,0.4375,-0.8277,-2254,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1339.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-26.84,12.09,0.4375,-0.8277,-2254,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1339.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-26.93,12.09,0.4375,-0.8277,-2254,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1339.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-27.01,12.08,0.4375,-0.8277,-2254,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1339.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-27.09,12.07,0.4375,-0.8277,-2254,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1339.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-27.17,12.06,0.4375,-0.8277,-2255,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1339.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-27.25,12.05,0.4375,-0.8277,-2255,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1339.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.34,12.04,0.4375,-0.8277,-2255,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1340,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.42,12.03,0.4375,-0.8277,-2255,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1340.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.5,12.03,0.4375,-0.8277,-2255,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1340.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.58,12.02,0.4375,-0.8277,-2255,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1340.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.66,12.01,0.4375,-0.8277,-2256,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1340.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.75,12,0.4375,-0.8277,-2256,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1340.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.83,11.99,0.4375,-0.8277,-2256,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1340.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.91,11.98,0.4375,-0.8277,-2256,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1340.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.99,11.97,0.4375,-0.8277,-2256,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1340.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.07,11.97,0.4375,-0.8277,-2256,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1340.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.16,11.96,0.4375,-0.8277,-2257,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1341,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.24,11.95,0.4375,-0.8277,-2257,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1341.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.32,11.94,0.4375,-0.8277,-2257,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1341.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.4,11.93,0.4375,-0.8277,-2257,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1341.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.48,11.92,0.4375,-0.8277,-2257,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1341.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.57,11.92,0.4375,-0.8277,-2257,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1341.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.65,11.91,0.4375,-0.8277,-2258,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1341.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.73,11.9,0.4375,-0.8277,-2258,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
1341.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.81,11.89,0.4375,-0.8277,-2258,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
1341.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.9,11.88,0.4375,-0.8277,-2258,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
