t(s),u(m/s),v(m/s),w(m/s),p(deg/s),q(deg/s),r(deg/s),X(m),Y(m),Z(m),phi(deg),theta(deg),psi(deg),Del_s(deg),Del_bp(deg),Del_bs(deg),Del_r(deg),Del_delb,n(RPS),ax(m/s2),ay(m/s2),az(m/s2),alphax(deg/s2),alphay(deg/s2),alphaz(deg/s2)
97.4,0.797,0.1358,-0.00599,-0.06457,-0.02944,-2.396,-1.935,-33.94,-3.291,0.7497,-1.525,-233.1,0,0,0,15,0,111,0,0,0,0,0,0
97.5,0.7969,0.1358,-0.005989,-0.06456,-0.02945,-2.396,-1.993,-33.89,-3.278,0.7496,-1.525,-233.3,0,0,0,15,0,111,0,0,0,0,0,0
97.6,0.7969,0.1358,-0.005989,-0.06454,-0.02945,-2.396,-2.052,-33.83,-3.265,0.7495,-1.525,-233.5,0,0,0,15,0,111,0,0,0,0,0,0
97.7,0.7969,0.1358,-0.005988,-0.06453,-0.02946,-2.396,-2.11,-33.78,-3.252,0.7494,-1.524,-233.8,0,0,0,15,0,111,0,0,0,0,0,0
97.8,0.7969,0.1358,-0.005988,-0.06451,-0.02946,-2.396,-2.168,-33.72,-3.239,0.7494,-1.524,-234,0,0,0,15,0,111,0,0,0,0,0,0
97.9,0.7969,0.1358,-0.005987,-0.0645,-0.02946,-2.396,-2.226,-33.66,-3.226,0.7493,-1.524,-234.3,0,0,0,15,0,111,0,0,0,0,0,0
98,0.7968,0.1357,-0.005987,-0.06449,-0.02947,-2.396,-2.283,-33.61,-3.213,0.7492,-1.524,-234.5,0,0,0,15,0,111,0,0,0,0,0,0
98.1,0.7968,0.1357,-0.005986,-0.06447,-0.02947,-2.396,-2.34,-33.55,-3.2,0.7491,-1.524,-234.7,0,0,0,15,0,111,0,0,0,0,0,0
98.2,0.7968,0.1357,-0.005986,-0.06446,-0.02947,-2.396,-2.397,-33.49,-3.187,0.7491,-1.523,-235,0,0,0,15,0,111,0,0,0,0,0,0
98.3,0.7968,0.1357,-0.005985,-0.06445,-0.02948,-2.396,-2.454,-33.43,-3.173,0.749,-1.523,-235.2,0,0,0,15,0,111,0,0,0,0,0,0
98.4,0.7968,0.1357,-0.005985,-0.06443,-0.02948,-2.396,-2.51,-33.38,-3.16,0.7489,-1.523,-235.5,0,0,0,15,0,111,0,0,0,0,0,0
98.5,0.7968,0.1357,-0.005984,-0.06442,-0.02948,-2.395,-2.567,-33.32,-3.147,0.7488,-1.523,-235.7,0,0,0,15,0,111,0,0,0,0,0,0
98.6,0.7967,0.1357,-0.005984,-0.06441,-0.02949,-2.395,-2.623,-33.26,-3.133,0.7488,-1.523,-235.9,0,0,0,15,0,111,0,0,0,0,0,0
98.7,0.7967,0.1357,-0.005983,-0.06439,-0.02949,-2.395,-2.678,-33.2,-3.12,0.7487,-1.523,-236.2,0,0,0,15,0,111,0,0,0,0,0,0
98.8,0.7967,0.1357,-0.005983,-0.06438,-0.02949,-2.395,-2.734,-33.14,-3.107,0.7486,-1.522,-236.4,0,0,0,15,0,111,0,0,0,0,0,0
98.9,0.7967,0.1357,-0.005982,-0.06437,-0.0295,-2.395,-2.789,-33.08,-3.093,0.7485,-1.522,-236.6,0,0,0,15,0,111,0,0,0,0,0,0
99,0.7967,0.1357,-0.005982,-0.06435,-0.0295,-2.395,-2.844,-33.03,-3.08,0.7485,-1.522,-236.9,0,0,0,15,0,111,0,0,0,0,0,0
99.1,0.7966,0.1357,-0.005981,-0.06434,-0.0295,-2.395,-2.899,-32.97,-3.066,0.7484,-1.522,-237.1,0,0,0,15,0,111,0,0,0,0,0,0
99.2,0.7966,0.1357,-0.00598,-0.06433,-0.02951,-2.395,-2.953,-32.91,-3.053,0.7483,-1.522,-237.4,0,0,0,15,0,111,0,0,0,0,0,0
99.3,0.7966,0.1357,-0.00598,-0.06431,-0.02951,-2.395,-3.007,-32.85,-3.039,0.7483,-1.521,-237.6,0,0,0,15,0,111,0,0,0,0,0,0
99.4,0.7966,0.1357,-0.005979,-0.0643,-0.02951,-2.395,-3.061,-32.79,-3.026,0.7482,-1.521,-237.8,0,0,0,15,0,111,0,0,0,0,0,0
99.5,0.7966,0.1357,-0.005979,-0.06429,-0.02952,-2.395,-3.115,-32.73,-3.012,0.7481,-1.521,-238.1,0,0,0,15,0,111,0,0,0,0,0,0
99.6,0.7965,0.1356,-0.005978,-0.06428,-0.02952,-2.395,-3.169,-32.67,-2.998,0.7481,-1.521,-238.3,0,0,0,15,0,111,0,0,0,0,0,0
99.7,0.7965,0.1356,-0.005978,-0.06426,-0.02952,-2.394,-3.222,-32.6,-2.985,0.748,-1.521,-238.6,0,0,0,15,0,111,0,0,0,0,0,0
99.8,0.7965,0.1356,-0.005977,-0.06425,-0.02953,-2.394,-3.275,-32.54,-2.971,0.7479,-1.521,-238.8,0,0,0,15,0,111,0,0,0,0,0,0
99.9,0.7965,0.1356,-0.005977,-0.06424,-0.02953,-2.394,-3.328,-32.48,-2.957,0.7478,-1.52,-239,0,0,0,15,0,111,0,0,0,0,0,0
100,0.7965,0.1356,-0.005976,-0.06423,-0.02954,-2.394,-3.38,-32.42,-2.944,0.7478,-1.52,-239.3,0,0,0,15,0,111,0,0,0,0,0,0
